path,artists,date,id
../gifs/dwight_harry_2021-05-26.gif,dh,2021-05-26,ZXeFRWzZQ5Ef2TNpWy
../gifs/dwight_beatles_2021-05-26.gif,db,2021-05-26,0929cIW5GWhtNrDCfM
../gifs/michael_harry_2021-05-26.gif,mh,2021-05-26,7k0qS0iU8adU3SaXf8
../gifs/michael_beatles_2021-05-26.gif,mb,2021-05-26,MK2AzUJxJWfHRZ9FWk
